Expression,Unknown,Mean_C,SD_C,N,Min,Max
crown daisy,4,3.9523809523809526,1.1169686869465265,21,1,5
crown fire,6,2.4166666666666665,1.164500152881315,12,1,5
crown gall,2,2.6,1.2649110640673518,10,1,4
crown green bowls,4,3.25,1.712255291076124,12,1,5
crown immunity,5,1.8,0.7888106377466155,10,1,3
crown jewel,0,3.6363636363636362,1.3618169680781094,11,1,5
crown jewels,0,4,0.6666666666666666,10,3,5
crown molding,1,4,0.9428090415820634,10,3,5
crown of thorns,3,2.7,1.2516655570345725,10,1,5
crown prince,0,4.181818181818182,0.9816498172140428,11,3,5
crown princess,1,3.6363636363636362,1.6292775867068985,11,1,5
crown prosecution service,5,3.1818181818181817,1.4012980994907414,11,1,5
crown prosecutor,3,3.3,1.4181364924121764,10,1,5
crown roast,7,3.4,1.429840705968481,10,2,5
crown saw,2,3.5,1.6499158227686108,10,1,5
crowned head,2,2.8,1.2292725943057183,10,1,5
crowning glory,0,2.2,1.398411797560202,10,1,5
croze iron,6,3.6,1.577621275493231,10,1,5
crt screen,7,4.2,0.7888106377466155,10,3,5
cruciate ligament,2,4,1.4907119849998598,10,1,5
crucible steel,6,4,1.2649110640673518,11,1,5
crucifix fish,12,3,1.7320508075688772,11,1,5
crude oil,1,4.8,0.4216370213557839,10,4,5
crude petroleum,1,4.454545454545454,0.9341987329938275,11,2,5
crude sap,7,3.3,1.3374935098492586,10,1,5
cruel joke,0,3,1.3333333333333333,10,1,5
cruise car,2,4,1.1547005383792515,10,2,5
cruise control,0,3.2,1.3165611772087666,10,1,5
cruise liner,0,4.6,0.699205898780101,10,3,5
cruise missile,1,4.5,0.97182531580755,10,2,5
cruise ship,0,4.8,0.6324555320336759,10,3,5
cruise through,0,2.5454545454545454,1.3684762594679065,11,1,5
cruisin' for a bruisin',0,1.9090909090909092,1.044465935734187,11,1,4
cruising altitude,1,3.6,1.1737877907772674,10,2,5
cruising for a bruising,0,1.9090909090909092,0.9438798074485389,11,1,4
cruising speed,1,3,1.4907119849998598,10,1,5
crumb cake,0,4,1.3333333333333333,10,1,5
crumb down,1,2.2,1.398411797560202,10,1,5
crumble away,1,2.7,1.2516655570345725,10,1,5
crumble down,0,2.6,1.1737877907772674,10,1,4
crumple up,0,3.3636363636363638,1.2862913567871994,11,1,5
crumple zone,2,3.7,1.3374935098492586,10,1,5
crunch numbers,2,3.1,1.728840330651992,10,1,5
crunch time,1,2,1.4142135623730951,10,1,5
crunch up,0,2.5,1.1785113019775793,10,1,4
crush barrier,2,3.3,1.5670212364724212,10,1,5
crush down,2,2.9,1.449137674618944,10,1,5
crush on,1,2.9,1.66332999331662,10,1,5
crush out,1,2.1,0.9944289260117533,10,1,4
crushed leather,0,4.8,0.4216370213557839,10,4,5
crushed rock,0,4.545454545454546,0.6875516509523286,11,3,5
crustal movement,1,3.2,1.6193277068654826,10,1,5
crux of the matter,0,1.7272727272727273,1.1908743922772957,11,1,5
cry all the way to the bank,1,2.7,1.4944341180973264,10,1,5
cry baby,0,2.6,1.1737877907772674,10,1,4
cry down,4,2.5,1.6499158227686108,10,1,5
cry for,1,2.8,1.1352924243950935,10,1,4
cry for help,0,1.8,0.9189365834726815,10,1,4
cry for the moon,2,2.090909090909091,1.7002673586554236,11,1,5
cry havoc and let slip the dogs of war,0,2.1,1.1972189997378648,10,1,4
cry her heart out,0,2.1,1.3703203194062976,10,1,5
cry in one's beer,1,2.5,1.1785113019775793,10,1,4
cry in your beer,1,1.8181818181818181,1.4012980994907414,11,1,5
cry me a river,0,2.1818181818181817,1.0787197799411874,11,1,4
cry off,4,2.4,1.1737877907772674,10,1,4
cry one's eyes out,0,2.8333333333333335,1.6966991126265962,12,1,5
cry out,1,3.5454545454545454,1.2135597524338357,11,2,5
cry out for,0,3.0555555555555554,1.3491706481792793,18,1,5
cry over,1,3.8,1.1352924243950935,10,2,5
cry over spilled milk,0,1.5,1.0801234497346435,10,1,4
cry over spilt milk,0,1.9,1.286683937707919,10,1,5
cry someone a river,0,2,1.1832159566199232,11,1,4
cry the blues,1,1.9,1.3703203194062976,10,1,5
cry uncle,3,3.2,1.9321835661585918,10,1,5
cry wolf,0,1.7,1.2516655570345725,10,1,5
cry your eyes out,0,2.6363636363636362,1.2862913567871994,11,1,5
crying my eyes out,0,2.2,1.4757295747452437,10,1,5
crying need,0,2.6,1.429840705968481,10,1,5
crying shame,1,2.6666666666666665,1.4354811251305468,12,1,5
crying wolf,0,2.7,1.4181364924121764,10,1,5
cryptic crossword,2,3.5,1.1785113019775793,10,1,5
crystal ball,0,4.2,1.1352924243950935,10,2,5
crystal chandelier,0,4,1.632993161855452,10,1,5
crystal clear,0,3.1666666666666665,1.403458930534474,12,1,5
crystal detector,3,3.9,1.286683937707919,10,1,5
crystal gazing,1,3.2,1.1352924243950935,10,1,5
crystal meth,0,4.4,1.3498971154211057,10,1,5
crystal microphone,8,4,1.3008872711759818,14,1,5
crystal mike,3,2.8,1.4757295747452437,10,1,5
crystal momentum,6,2.7,1.636391694484477,10,1,5
crystal rectifier,4,4.2,1.2292725943057183,10,1,5
crystal set,1,3.9,1.3703203194062976,10,1,5
crystal tea,1,4.2,1.3165611772087666,10,1,5
crystal vase,0,4.9,0.31622776601683794,10,4,5
crystalline lens,1,4.363636363636363,0.674199862463242,11,3,5
crystallized fruit,1,4.1,1.3703203194062976,10,1,5
CS gas,8,3.6,1.7126976771553504,10,1,5
CT scan,1,4.6,0.699205898780101,10,3,5
CT scanner,2,4.7,0.6749485577105528,10,3,5
ctrl key,0,5,0,10,5,5
cub reporter,4,3,1.5634719199411433,10,1,5
cub scout,4,4.2,1.0327955589886444,10,3,5
cub scouts,1,4,1.0540925533894598,10,2,5
cub shark,1,4.636363636363637,0.674199862463242,11,3,5
cubage unit,4,3.1,1.5951314818673865,10,1,5
cuban coffee,1,4.8,0.4216370213557839,10,4,5
cube root,3,2.9,1.449137674618944,10,1,5
cube with handles,3,4.1,1.3703203194062976,10,1,5
cubebic acid,11,4.25,0.7537783614444091,12,3,5
cubic capacity,4,2.6,1.505545305418162,10,1,5
cubic centimeter,0,4.3,0.9486832980505138,10,3,5
cubic content unit,5,3.9375,1.4361406616345072,16,1,5
cubic decimeter,0,4.2,0.9189365834726815,10,3,5
cubic foot,0,3.9,1.1972189997378648,10,2,5
cubic inch,0,3.1,1.66332999331662,10,1,5
cubic meter,0,3.7,1.70293863659264,10,1,5
cubic metre,0,3.7,1.2516655570345725,10,2,5
cubic millimeter,0,3.5454545454545454,1.572490786213793,11,1,5
cubic zirconia,5,4.6875,0.704154339142587,16,3,5
cuboid bone,2,4.6,0.699205898780101,10,3,5
cucking stool,11,3.9,1.1005049346146119,10,2,5
cuckoo clock,2,4.647058823529412,0.6063390625908325,17,3,5
cuckoo flower,3,4.363636363636363,0.9244162777371754,11,2,5
cuckoo nest,0,3.4,1.6465452046971292,10,1,5
cucumber salad,0,4.636363636363637,0.8090398349558905,11,3,5
cucumber tree,2,4.4,0.9660917830792959,10,2,5
cucumber vine,3,4.6,0.8432740427115678,10,3,5
cuddle down,2,2.090909090909091,1.300349603340998,11,1,4
cuddle up,0,4.1,1.3703203194062976,10,1,5
cuddle up against,1,3.2,1.398411797560202,10,1,5
cuddle up to,0,3.272727272727273,1.348399724926484,11,1,5
cuddle up together,0,3.8,1.398411797560202,10,1,5
cuddly toy,0,4.333333333333333,1.0465362369445672,15,1,5
cue ball,1,4.538461538461538,0.9674179220468452,13,2,5
cue card,1,4.2,1.2292725943057183,10,1,5
cue stick,1,4.7,0.48304589153964794,10,4,5
cue up,2,3.1,1.1972189997378648,10,1,5
cuff link,0,4.5,0.8498365855987975,10,3,5
cuff links,0,4.4,0.9660917830792959,10,2,5
cuisine knife,2,4.8,0.4216370213557839,10,4,5
cul de sac,0,4.25,1.1832159566199232,16,1,5
cul-de-sac,4,4.466666666666667,0.9154754164341269,15,2,5
culinary art,0,3.5,1.4337208778404378,10,1,5
cull from,0,2.6,1.429840705968481,10,1,5
culminate in,1,2,1.0540925533894598,10,1,4
culpable homicide,3,3.4,1.429840705968481,10,1,5
cult hero,0,2.9,1.5951314818673865,10,1,5
cult hit,2,2.2,1.0327955589886444,10,1,4
cult of personality,0,1.5454545454545454,0.6875516509523286,11,1,3
cult status,1,2,1.0540925533894598,10,1,4
cultivated carrot,2,4.5,0.7071067811865476,10,3,5
cultivated land,1,4.5,0.7071067811865476,10,3,5
cultivating hoe,0,4.2,1.0327955589886444,10,2,5
cultural attache,6,2.6,0.8432740427115678,10,1,4
cultural imperialism,0,2.6,1.505545305418162,10,1,5
cultural legacy,0,2.4545454545454546,1.1281521496355325,11,1,4
cultural life,2,2.1,1.286683937707919,10,1,4
cultural revolution,1,2.5,1.4337208778404378,10,1,5
culture hero,5,2.142857142857143,1.4064216928154862,14,1,5
culture medium,4,2.727272727272727,1.1037127426019047,11,2,5
culture of death,0,2.4,1.3498971154211057,10,1,5
culture shock,0,2.1,1.286683937707919,10,1,5
culture vulture,1,2.6,1.1737877907772674,10,1,5
cultured pearl,2,4.1,1.286683937707919,10,1,5
culvert pipe,0,3.8181818181818183,1.1677484162422844,11,1,5
cum laude,4,2.6,1.6465452046971292,10,1,5
cumin seed,0,5,0,10,5,5
cumulative effect,0,2.272727272727273,1.2720777563426766,11,1,5
cumulative trauma disorder,0,3.3,1.8287822299126937,10,1,5
cumulus cloud,2,3.909090909090909,1.4459976109624424,11,1,5
cuneate leaf,6,3.9,1.1005049346146119,10,2,5
cuneiform bone,4,4.181818181818182,1.4012980994907414,11,1,5
cup and saucer,0,4.823529411764706,0.7276068751089989,17,2,5
cup final,2,3,1.3333333333333333,10,1,5
cup holder,0,4.2727272727272725,1.4206272622267313,11,1,5
cup hook,2,4,1.2060453783110545,12,1,5
cup of coffee,0,4.571428571428571,0.8516306272526402,14,2,5
cup of joe,2,3.727272727272727,1.4893561757289013,11,1,5
cup of tea,0,4.9,0.31622776601683794,10,4,5
cup runneth over,1,2,1.0540925533894598,10,1,4
cupboard love,3,2.2,1.2292725943057183,10,1,4
cupcake pan,0,4.8,0.4216370213557839,10,4,5
cupid bow,0,3.909090909090909,1.3751033019046572,11,1,5
cupid dart,1,2.8,1.5491933384829668,10,1,5
cupid itch,2,2.5,1.2692955176439846,10,1,4
cupid's bow,1,2.6363636363636362,1.433368568981982,11,1,5
cupped hands,1,3.5,1.7795130420052185,10,1,5
curate's egg,7,3.2,1.6865480854231356,10,1,5
curb appeal,0,2.8,1.6193277068654826,10,1,5
curb bit,15,3.2,1.6865480854231356,10,1,5
curb down,5,2.6363636363636362,1.2862913567871994,11,1,5
curb roof,3,4.090909090909091,1.1361818036340359,11,2,5
curb service,2,3.3,1.3374935098492586,10,1,5
curb stomp,5,3.2,1.2292725943057183,10,1,5
curd cheese,0,4.6,0.699205898780101,10,3,5
curds and whey,0,4,1.3333333333333333,10,2,5
cured ham,0,4.4,0.8432740427115678,10,3,5
curiling iron,3,4.333333333333333,1.1881770515720091,18,1,5
curio cabinet,6,4.3,0.8232726023485646,10,3,5
curiosity killed the cat,1,2.4,1.2649110640673518,10,1,5
curl someone's hair,0,4.5,0.7071067811865476,10,3,5
curl up,0,2.7,1.5670212364724212,10,1,5
curling iron,0,4.8,0.6324555320336759,10,3,5
curling tongs,5,4.363636363636363,1.026910636104941,11,2,5
curling wand,0,4,1.4142135623730951,10,1,5
curly brace,6,3.1666666666666665,1.1146408580454255,12,1,5
curly bracket,1,3.8,1.1352924243950935,10,2,5
curly endive,5,4.2,1.1352924243950935,10,2,5
curly hair,0,4.3,1.0593499054713802,10,2,5
curly locks,0,4.6,0.9660917830792959,10,2,5
curly-coated retriever,2,4.5,0.8498365855987975,10,3,5
currant bun,6,4.545454545454546,0.8201995322647244,11,3,5
currency code,2,3.2,1.4757295747452437,10,1,5
currency trader,0,4.1,0.8755950357709131,10,3,5
current account,2,3.1818181818181817,1.0787197799411874,11,2,5
current affairs,1,2,1.0540925533894598,10,1,4
current assets,0,3.3636363636363638,1.3618169680781094,11,2,5
current electricity,0,3.7,1.3374935098492586,10,1,5
current events,0,2.7,1.3374935098492586,10,1,5
current of air,2,3.2,1.4757295747452437,10,1,5
current unit,0,2.7,1.4944341180973264,10,1,5
curricula vitae,5,4.2,0.7888106377466155,10,3,5
curriculum vitae,4,4.181818181818182,1.401915819643949,22,1,5
curry favor,1,2.8,1.8135294011647258,10,1,5
curry ketchup,0,4,1.632993161855452,10,1,5
curry leaf,1,3.7,1.5670212364724212,10,1,5
curry paste,0,4.8,0.4216370213557839,10,4,5
curry powder,0,4.6,0.9660917830792959,10,2,5
curry sauce,1,4.7272727272727275,0.6466697906828632,11,3,5
curse out,2,2.7,1.4944341180973264,10,1,5
curse word,0,3.25,1.6025547785276542,12,1,5
cursed with,0,1.6,0.8432740427115678,10,1,3
cursive script,0,3.8,1.398411797560202,10,1,5
cursor key,1,3.8181818181818183,0.873862897505303,11,3,5
cursorius cursor,7,3,1.3333333333333333,10,1,5
curtail dog,2,3.4,1.429840705968481,10,1,5
curtain call,0,2.4,1.837873166945363,10,1,5
curtain cord,1,4.2,1.4757295747452437,10,1,5
curtain hanger,0,4.5,0.7071067811865476,10,3,5
curtain liner,0,4.9,0.31622776601683794,10,4,5
curtain off,5,3.5,0.97182531580755,10,2,5
curtain pole,1,4.5,1.0801234497346435,10,2,5
curtain rail,1,4.8,0.4216370213557839,10,4,5
curtain raiser,3,2.6,1.577621275493231,10,1,5
curtain raising,0,2.4,1.6465452046971292,10,1,5
curtain ring,3,4.5,0.9660917830792959,16,2,5
curtain rod,1,4.7,0.6749485577105528,10,3,5
curtain track,3,4,1.4142135623730951,10,2,5
curtain wall,1,4,1.0540925533894598,10,2,5
curtained off,0,2.7,1.636391694484477,10,1,5
curtains for,4,3.909090909090909,1.2210278829367867,11,1,5
curve ball,0,3.4,1.0749676997731399,10,2,5
curved shape,0,3.1,1.3703203194062976,10,1,5
cushing syndrome,2,2.909090909090909,1.5782614139961386,11,1,5
cushion of air,0,2.6,1.6465452046971292,10,1,5
cushy chair,0,4.363636363636363,0.9244162777371754,11,2,5
cuspid tooth,2,4.6,0.699205898780101,10,3,5
cuss out,1,3.3,1.5670212364724212,10,1,5
cuss word,2,3.3,1.5670212364724212,10,1,5
custard apple,0,4.2727272727272725,1.1908743922772957,11,1,5
custard apple tree,3,3.923076923076923,1.255755978254962,13,1,5
custard cup,0,4.3,0.9486832980505138,10,3,5
custard pie,0,4.363636363636363,1.2862913567871994,11,1,5
custard powder,2,4.6,0.9660917830792959,10,2,5
custard sauce,1,5,0,10,5,5
custer's last stand,6,2.8,1.1352924243950935,10,1,4
custodial parent,1,3.8,1.3165611772087666,10,1,5
custodial sentence,3,2.7,1.4181364924121764,10,1,5
custody battle,0,3.5,1.1785113019775793,10,2,5
custom-built,1,3.909090909090909,1.044465935734187,11,2,5
custom-made,0,2.2,1.0327955589886444,10,1,4
customary right,0,1.9,1.449137674618944,10,1,5
customer agent,1,3.1,1.5238839267549948,10,1,5
customer base,1,2.9,1.449137674618944,10,1,5
customer care,0,2.2,1.398411797560202,10,1,5
customer is always right,0,2.5,1.2692955176439846,10,1,5
customer loyalty,0,2.4,1.837873166945363,10,1,5
customer man,1,3.9285714285714284,1.328057326976612,14,1,5
customer relations,0,2.5,1.1785113019775793,10,1,4
customer satisfaction,0,2.3,1.4944341180973264,10,1,5
customer service,0,3.5,1.2692955176439846,10,1,5
customer services,0,2.6363636363636362,1.2060453783110545,11,1,4
customs and excise,2,3.2,1.2292725943057183,10,1,5
customs duty,1,2.727272727272727,1.6787441193290353,11,1,5
customs officer,0,4.2,1.3165611772087666,10,1,5
customs service,0,3.6363636363636362,1.1200649331826502,11,1,5
customs union,1,2.2,1.398411797560202,10,1,5
cut a caper,1,2.1,1.286683937707919,10,1,4
cut a deal,0,2.5,1.4337208778404378,10,1,5
cut a figure,1,2.1,1.286683937707919,10,1,4
cut a fine figure,3,2.7,1.3374935098492586,10,1,4
cut a long story short,0,2.9,1.5951314818673865,10,1,5
cut a rug,2,3.3,1.0593499054713802,10,1,5
cut a swath,1,2.7,1.4181364924121764,10,1,5
cut a wide swath,4,2.7,1.3374935098492586,10,1,4
cut above,1,1.2727272727272727,0.6466697906828632,11,1,3
cut across,0,3.4,1.1737877907772674,10,1,5
cut and dried,0,2.6363636363636362,1.689540012709215,11,1,5
cut and paste,0,3.642857142857143,1.4468609447374663,14,1,5
cut and run,1,2,1.1547005383792515,10,1,4
cut and thrust of,2,2.727272727272727,1.555050423035156,11,1,5
cut any ice,2,2.6,1.577621275493231,10,1,5
cut around,1,3.1818181818181817,1.6011359603844901,11,1,5
cut away,1,2.8,1.2292725943057183,10,1,5
cut back,0,2.6,1.577621275493231,10,1,5
cut back on,0,2.1,0.9944289260117533,10,1,4
cut bait,2,2.4,1.2649110640673518,10,1,5
cut below,0,2.5,1.4337208778404378,10,1,4
cut both ways,1,1.8,1.3165611772087666,10,1,5
cut class,3,3.3,1.4181364924121764,10,1,5
cut corners,0,2.272727272727273,1.4206272622267313,11,1,5
cut deal,1,1.6,0.8432740427115678,10,1,3
cut down,0,3.7,0.8232726023485646,10,3,5
cut down on,2,2.2,1.398411797560202,10,1,5
cut down to,0,1.6,0.699205898780101,10,1,3
cut from the same cloth,0,2.1,1.3703203194062976,10,1,5
cut glass,0,3.4545454545454546,1.8090680674665818,11,1,5
cut hair,1,3.9,1.449137674618944,10,1,5
cut in,0,2.5,1.35400640077266,10,1,5
cut in on,0,2.2,1.0327955589886444,10,1,4
cut into,0,3.3,1.4944341180973264,10,1,5
cut it,0,3,1.4142135623730951,10,1,5
cut it a little fine,0,3,1.247219128924647,10,1,5
cut it close,2,2,1.0846522890932808,18,1,5
cut it fine,2,2.2,1.4757295747452437,10,1,5
cut it out,0,2.7,1.5670212364724212,10,1,5
cut loose,0,2.2,1.2292725943057183,10,1,5
cut losses,0,1.9090909090909092,1.2210278829367867,11,1,5
cut me some slack,0,2.2,1.398411797560202,10,1,5
cut nail,0,4.090909090909091,1.300349603340998,11,1,5
cut no ice,11,1.8333333333333333,1.2673044646258476,12,1,5
cut of beef,0,4.4,0.8432740427115678,10,3,5
cut of lamb,3,4.1,1.286683937707919,10,1,5
cut of meat,0,4.5,0.7071067811865476,10,3,5
cut of mutton,4,4,1.4907119849998598,10,1,5
cut of one's jib,2,1.3,0.48304589153964794,10,1,2
cut of pork,1,4.4,0.9660917830792959,10,2,5
cut of veal,2,4.2,1.6865480854231356,10,1,5
cut of your jib,0,2,1.4907119849998598,10,1,5
cut off,0,1.9090909090909092,1.1361818036340359,11,1,5
cut off from,1,2.090909090909091,1.1361818036340359,11,1,5
cut off one's nose to spite one's face,1,2.1818181818181817,1.4012980994907414,11,1,5
cut off without a penny,0,2,0.9428090415820634,10,1,4
cut off your nose to spite your face,0,1.5,0.8498365855987975,10,1,3
cut one,3,2.9,1.286683937707919,10,1,5
cut one loose,0,2.2,1.2292725943057183,10,1,4
cut one's coat according to one's cloth,2,2,1.4907119849998598,10,1,5
cut one's losses,1,1.8235294117647058,1.2366938848016846,17,1,5
cut one's own throat,0,3,1.348399724926484,12,1,5
cut one's teeth,0,1.6,1.0749676997731399,10,1,4
cut out,1,3.1,1.286683937707919,10,2,5
cut out for,0,2.4545454545454546,1.2933395813657265,11,1,5
cut out of,0,2.727272727272727,1.2720777563426766,11,1,5
cut out on,0,2.1818181818181817,1.5374122295716148,11,1,5
cut out the dead wood,1,2.7,1.2516655570345725,10,1,4
cut over,2,2.8,1.4757295747452437,10,1,5
cut price,0,2.6,1.429840705968481,10,1,5
cut rate,2,1.8181818181818181,1.0787197799411874,11,1,4
cut red tape,1,3.7,1.5670212364724212,10,1,5
cut short,0,2.6,1.0749676997731399,10,1,4
cut somebody down to size,1,2.3636363636363638,1.3618169680781094,11,1,5
cut someone loose,0,2.6,1.837873166945363,10,1,5
cut someone some slack,1,1.9,1.286683937707919,10,1,5
cut something to the bone,1,2.4,1.577621275493231,10,1,5
cut swathes,5,3.2,1.2292725943057183,10,1,5
cut the cackle,0,2,1.4907119849998598,10,1,5
cut the cheese,0,3.272727272727273,1.4206272622267313,11,1,5
cut the cord,0,2.272727272727273,1.555050423035156,11,1,5
cut the crap,0,2.1818181818181817,1.3280197150781925,11,1,5
cut the gordian knot,7,1.3636363636363635,0.9244162777371754,11,1,4
cut the ground from under someone's feet,2,1.9,0.9944289260117533,10,1,4
cut the mustard,2,2.1818181818181817,1.3280197150781925,11,1,5
cut the umbilical cord,0,3.3,1.70293863659264,10,1,5
cut things fine,5,2.4,1.3498971154211057,10,1,5
cut through,0,3.6,1.577621275493231,10,1,5
cut ties,0,3,1.4142135623730951,10,1,5
cut to,0,2.8181818181818183,1.3280197150781925,11,1,5
cut to pieces,0,3.3636363636363638,1.2862913567871994,11,1,5
cut to ribbons,1,3,1.4907119849998598,10,1,5
cut to the chase,0,1.9,1.1972189997378648,10,1,4
cut to the quick,0,2.5,1.2692955176439846,10,1,4
cut two ways,0,2.4,1.577621275493231,10,1,5
cut up,0,4.090909090909091,1.1361818036340359,11,2,5
cut wind,1,2.7,1.4944341180973264,10,1,5
cut your coat to suit your cloth,0,2,1.632993161855452,10,1,5
cut your eyeteeth on,4,2.272727272727273,1.2720777563426766,11,1,5
cut your losses,0,1.9,1.449137674618944,10,1,5
cut your teeth on,1,2,1.0954451150103321,11,1,4
cut-and-dried,0,2.3,1.3374935098492586,10,1,5
cut-and-thrust,4,2.4,1.1737877907772674,10,1,4
cut-rate,2,2.3,1.3374935098492586,10,1,4
cut-rate sale,3,2.7,1.3374935098492586,10,1,5
cut-throat,0,2.8,1.3165611772087666,10,1,5
cut-throat razor,1,3.263157894736842,1.4848159355870005,19,1,5
cutaneous sensation,5,3.727272727272727,1.555050423035156,11,1,5
cutaway drawing,1,3.4,0.9660917830792959,10,2,5
cutaway model,3,3.3,1.70293863659264,10,1,5
cute as a bug's ear,0,1.8181818181818181,1.1677484162422844,11,1,4
cute as a button,0,2.1,1.286683937707919,10,1,4
cuticle nipper,4,4.2,1.0327955589886444,10,2,5
cuticle oil,1,4.8,0.4216370213557839,10,4,5
cuticle pusher,1,4.2,1.3165611772087666,10,1,5
cuticle trimmer,2,4.2,0.9189365834726815,10,3,5
cutie pie,0,2.6,1.2649110640673518,10,1,5
